A A wrote a review Dec 2017,50,"London - New Delhi
International
Economy","London - New Delhi
International
Economy","London - New Delhi
International
Economy","Great service, value for money & baggage allowance","I travel to Delhi a few times every year and have tried Jet Airways, Virgin etc and found the choice of timings, food, fares to be the best. The snobs who berated a public sector airlines can rest easy as after becoming a Star Alliance member the flights have a mix of ethnicities travelling rather than just Indians going home. Just be nice to the staff and thank them with a smile and they will go above & beyond the call of duty. Unlike BA where you have to PAY £25 each side to reserve your seat- you can do this for free the moment you book your ticket. First change of ticket on the return leg is free if you get the same class of ticket. Their special dietary requests are good and comprehensive. Planes are good, legroom sufficient and at par with other airlines."
OEttouney wrote a review Dec 2017,50,"Newark - London
International
Business Class","Newark - London
International
Business Class","Newark - London
International
Business Class",A place to be pampered!,"I loved this Air Line! It was my first experience with them and I was not disappointed! As a matter of fact, I consider it as one of my all time best experiences in flying, and I do fly a lot! For a starter the staff was superb: with a big smile, friendly, professional, well dressed, and incredibly competent! Throughout the trip from NY to London and they kept on pampering us: gifts, wonderful wine (my first ever Indian wine ... and I loved it), and fine touches that made the experience pleasurable ... for instance, they give you this cute little slipper that you wear, making you feel at home! And talking about home: their food was excellent and I ate so much I felt as if I will never eat again! I cannot thank them enough for making the over 6 hours trip a true fun experience! Thanks Air India!"
Vijay wrote a review Dec 2017,40,"Chennai - Kochi (Cochin)
Domestic
Economy","Chennai - Kochi (Cochin)
Domestic
Economy","Chennai - Kochi (Cochin)
Domestic
Economy",Best Timed Air Service,"I took a flight Chennai-Cok morning well timed. You can land and have full day nearly to complete your business activity but you have to wait for next day to return. No evening flight, which makes it a compulsory stay at night. Food and Beverage for hourly flight is atrocious in all AI flights"
Vijay wrote a review Dec 2017,40,"Hyderabad - Chennai
Domestic
Economy","Hyderabad - Chennai
Domestic
Economy","Hyderabad - Chennai
Domestic
Economy",Its Air India Again,Perfect timed Flight for us to take this from Hyderabad to Chennai. On time flight and an overall good experience.
Vijay wrote a review Dec 2017,40,"Jabalpur - New Delhi
Domestic
Economy","Jabalpur - New Delhi
Domestic
Economy","Jabalpur - New Delhi
Domestic
Economy",A good Carrier,Its always good to travel with National Airlines. This was a small aircraft. The ground crew were so humble and accomodative. Had a very good experience with them.
kanwalbs wrote a review Dec 2017,20,"New York City - New Delhi
International
Economy","New York City - New Delhi
International
Economy","New York City - New Delhi
International
Economy",poor flight,"Lack of cleanliness, poor sanitation due to consumable water in this direct flight,food quality served in journey"
William P wrote a review Dec 2017,10,"New Delhi - Tokyo
North Asia
Economy","New Delhi - Tokyo
North Asia
Economy","New Delhi - Tokyo
North Asia
Economy",Horrible Airline,"I recently travelled on an Air India Flight: AI 503 from Bangalore to Delhi and AI 306 from Delhi to Tokyo on the 8th of December. I will hope to never travel on this airline again for the following reasons:
1) My luggage weight was over the allowance by a few kgs. I was required to rifle through my bag and remove one pair of shoes which I now had to carry around for two days during the length of time for the flight. That is just ridiculous. No leniency and no caring about the customer inconvenience or experience.
2) The transfer time between flights was way too short and I am running through the airport with other passengers, plus my extra shoes, to clear immigration and security while having to go to the opposite side of the airport. I barely made the flight and had no time to eat or use the restroom. No clue about customer inconvenience or experience.
3) The food on both flights was not only inedible, it was disgusting. I would have eaten in the terminal or bought food to eat on the plane but because of point 2 I had no time. So, traveling for basically two days I had almost nothing to eat.
4) The entertainment system was not working for everyone, so they had to reboot the system. I was halfway through a movie when they did this, so I had to fast forward the movie once the system was up again. I am glad this was done for the passengers that had problems accessing the entertainment system and this does happen with other airlines but with your airline, given everything that could go wrong did go wrong, this is just one more inconvenience in a long string of incidents.
5) When the drink cart came around I asked for red wine. They had white wine, they had beer, they had whiskey … but they did not have red wine. I am trying to imagine the genius that screwed that up. Now, this is a major issue because this is the main way I relax, especially on long flights. I almost never drink white wine, I almost never drink beer and I never drink whiskey, so on a long flight there are no options that are acceptable. How can you possibly manage to not have red wine on a flight? This is a first for me. I will say that the flight attendant, after seeing that I was getting upset, agreed to go into first class and get red wine for me. He snuck it back to me with the cup wrapped in a napkin, so no one would see what he had done. While I appreciated the effort, I asked one more time and it took forever. I could see he was really not happy about it, so much so that I just gave up. This was truly disappointing.
6) The attendants did not provide me with all the entry documentation I needed to enter Japan. There were two forms and I was provided with only one. This meant that when I was going through immigration, I was told that I had to complete another form and had to step out of line to do so. I then had to reenter the line from the back. Air India does not seem to know what they are doing and Air India certainly doesn’t act like they have done this before.
7) Finally, the rudeness of the staff is unbelievable to the point that in spite of everything listed above, I was not going to complain but the incredible meanness of the crew was simply too much. I had observed and experienced this throughout the flight. Case in point is that my tray table was down and I had some cups on it that the attendants had not picked up. We were getting ready for landing and an announcement was made to put up tray tables in preparation for landing. I could not with the cups on my tray table. One surly female attendant barked at me to put the tray table up and I pointed out to her that I needed to have the cups cleared. I handed them to her and in that instant, she nastily ordered me to put the tray table up before I even had a chance to do so. I do not like being ordered about and have a real problem when people do that to me. I pointed out that I was just now able to do so, now that she had finally retrieved the garbage, and that if she would have given me a chance to do so, I would have put the tray table up without her even having had to say anything. She nastily replied that the announcement had already been made and that I should have had the tray table up. I pointed out the if she had done her job and removed the garbage more timely I would have done so. A stupid conversation to have with someone who is customer facing and supposed to be providing service.
My conclusion is that Air India is a horrible airline and does not deserve any business. I will never fly Air India again and would rather pay more money to fly with anyone else. I would suggest that Air India puts their people in some serious customer respect training. They were just horrible. For my part I will be sharing my experience with everyone I can including Trip Advisor and Facebook. People should be forewarned about doing business with Air India."
Seema A wrote a review Dec 2017,10,"New Delhi - Male
Asia
Economy","New Delhi - Male
Asia
Economy","New Delhi - Male
Asia
Economy",Air India,"I have flown Air India after many, many years and that too because there are not too many options to Male from Delhi.

Check in: Even though we had checked in online they had no bag drop line. The lines were slow to another level.

Staff: Exceedingly uncaring and are neither courteous nor polite. This stands true for both ground staff as well as in flight staff. Infact on the return flight one of the senior flight stewardesses had a perpetual sneer on her face. I did not see a nice smile even once and this holds true for both legs of the journey.

Inflight cleanliness: The plane was old and dirty and the toilets stank.

Food: Dont eat unless you are desperate. On one leg they only had non veg options and on the other only veg. In both cases the food was stale and awful. Photos attached."
TravellingSands wrote a review Dec 2017,40,"Kolkata - New Delhi
Domestic
Economy","Kolkata - New Delhi
Domestic
Economy","Kolkata - New Delhi
Domestic
Economy",Dreamliner of AirIndia,The boarding at Kolkata Airport was quick and comfortable. The Aircraft being a brand new Dreamliner was impressive. The seat configuration was of international standards and was quite comfortable. The inflight entertainment was good although the refreshments offered were only slightly above the mark of regular AirIndia flights. The journey was overall comfortable with an on time landing
Sarwagya T wrote a review Dec 2017,40,"New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy",A good experience,It was great flying in Air India. Truly world class service and hospitality. The IFE too was great with a great range of both hollywood and hindi movies and the food was great too.
dsreekanthpai wrote a review Dec 2017,20,"Kochi (Cochin) - Jaipur
Domestic
Economy","Kochi (Cochin) - Jaipur
Domestic
Economy","Kochi (Cochin) - Jaipur
Domestic
Economy",ARROGANT GROUND STAFF WASTING TAXPAYERS MONEY,"I booked tickets by Air India Flight from Cochin to Mumbai and my onward journey from Mumbai to Jaipur for my travel on 02-12-2017. the scheduled time was most suited to me as I would reach Jaipur by 1:15 in after noon and my onward journey to Ajmer where I was going to attend a marriage function which would start by 5:30.
On the previous day of my journey I got a call from Air India Chennai that my flight would be delayed by 10 minutes, so it would leave by 8:20, i curiously asked the person that weather I would be able to catch the connection flight to which replied that i have ample time.On the day of travel on arrival at airport the flight was showing to leave @ 8:40. Again the ground crew at kochi was saying that it would leave at that time and i will not miss my connection. But the flight left only at 9:20 and reached Mumbai by 11:40. by the time the connection flight had left.
Now the Drama Began.The arrogant staff at the Air India Counter were hell bent on putting us on flight to Delhi and from where they will arrange a flight to Jaipur and would probably land us in Jaipur by 9 PM. Since Air India has Tieup with Jet Airways , I checked up with Jet weather they have any flights to Jaipur and they had one @2:40 and tickets were available..Again I pleaded with Air India people for arranging my tickets through Jet.But to my dismay the arrogant people at counter flatly refused to do that and they refused give me my refund. They said only thing they could offer is Delhi flight which i refused and thats the end of story.
I did not gave up and started perusing my requirement. Finally two senior lady staff of Airindia came into picture and they made many no of phone calls to many persons and show real interest in solving our problem and @2:40 jet released tickets to me.
This lethargic attitude of Some of Air India staff to delay flights and misinform passengers, arrogant behavior etc are making Air India Loose so much of money for re routing passengers like us . In that flight i found at least 15 passengers who were having connection flights and some of them in International routes. Air india must have lost a lot of money on this one flight alone.Like that how many flights would be there
It Is all going out of Tax Payers Pockets like us
Government shall seriously look into the affairs of Air India"
247hd wrote a review Dec 2017,40,"New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy","New Delhi - Mumbai
Domestic
Economy",Comfort and time,"Larger plane - 777
Better and comfortable seating and leg space
Filling snacks - considering it is evening
maintained time in spite of congestion at Delhi and mumbai"
Yogesh K wrote a review Dec 2017,40,"New Delhi - Ahmedabad
Domestic
Economy","New Delhi - Ahmedabad
Domestic
Economy","New Delhi - Ahmedabad
Domestic
Economy",Always a good experince to fly Air India,"It is always a pleasure to fly with Air India. The basics are always right and I always admire the smooth landing experience with this airline.

Check-in experience
The check-in is efficient. The time is queue is obviously dependent on the length of queue but the average time for 1 passenger is less (approx. 2 min) which I consider good.

This flight departs from 'International departures' on Terminal 3 so have to stand in an extra queue at immigration to get the boarding pass stamped. factor this time while flying with this airline.

Boarding gate
The boarding was smooth with staff being present well in advance and courteous during entire boarding process

Inflight experience
The seats are good and big. good leg room. cabin was clean and staff very prompt and responsive.

Food
Food is always good in Air India and amongst the best which I have experienced. the portion size is also very generous and better than most airlines.

The only flip side is the cost which is usually comparatively higher than the others. If given a choice I always prefer Air India over others!!!"
Krapa Kartik wrote a review Dec 2017,50,"New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy","New Delhi - Hyderabad
Domestic
Economy",A first class hassle free experience...,i took a direct flight from delhi to hyderabad... the duration of the flight was 2 hours but it landed 25 mins prior... Always choose Air India...
JPNK wrote a review Dec 2017,50,"Bhuj - Mumbai
Domestic
Economy","Bhuj - Mumbai
Domestic
Economy","Bhuj - Mumbai
Domestic
Economy",Wonderful service!,"Starting from a small airport, it was a very small aircraft. The staff was extremely courteous and ensured that all needs of passengers were met.
My little one even got a pillow to sleep, which was a pleasant surprise because this has been a first for her!"
Raiateaandy wrote a review Dec 2017,10,"New Delhi - San Francisco
International
Business Class","New Delhi - San Francisco
International
Business Class","New Delhi - San Francisco
International
Business Class",Worst Airline in Asia,"Malfunctioning seats, headphones that have ear busting static, lousy food, terrible drink selection, stewards/stewardesses who don’t collect cups and glasses before landing, and overpriced. What’s not to like? Seriously I was just praying during the whole flight that they at least do more maintenance on the engines than they obviously don’t do on the rest of the plane. For the same price you can fly Thai, Cathay or Singapore. You have to put up with one stop, but that is a small sacrifice to achieve peace of mind on a flight that takes you halfway around the world."
Prabodh G wrote a review Dec 2017,40,"London - New Delhi
International
Economy","London - New Delhi
International
Economy","London - New Delhi
International
Economy",Good food and entertainment,comfortable and a very courteous flight. reasonably punctual. a note to ponder : south indian breakfast not to be served with ketchup only.
Prabodh G wrote a review Dec 2017,40,"New Delhi - London
International
Economy","New Delhi - London
International
Economy","New Delhi - London
International
Economy",comfortable and courteous,The leg space was very good in the aircraft. The male crew members were very courteous to all and a typical vanity was not seen.
i_am_jaiveer wrote a review Dec 2017,40,"Chicago - New Delhi
International
Economy","Chicago - New Delhi
International
Economy","Chicago - New Delhi
International
Economy",Authentic Indian Airline !!,"I had travelled from Chicago to New Delhi on their direct flight. It took almost 16 hours. Air India feels authentic Indian airline. The food is very good and you get all Indian food options. The baggage check-in at O'Hare was an organised chaos. No wonder it's the national carrier of India, pun intended. The baggage check-in was generous. they allow you 2 bags of 23kg each. The in flight entertainment was good with lots of bollywood movies. Would travel again."
Diana F wrote a review Dec 2017,50,"London - New Delhi
International
Economy","London - New Delhi
International
Economy","London - New Delhi
International
Economy",A big surprise,"For my surprise, this airline made this long hour flight a very nice and smooth trip. Great space, amazing food, great service. All very good!"
A A wrote a review Dec 2017,40,"New Delhi - London
International
Economy","New Delhi - London
International
Economy","New Delhi - London
International
Economy",Good service - shame about the entertainment system packing up!,"I fly regularly, London to New Delhi return- have tried Jet Airways, Virgin and British Airways. Found Air India to be the best in terms of price, service and flight timings. Despite the bad press by snobs wanting to bash a public sector airline I have always found the staff helpful and the aircraft modern and clean. However, I have noticed some cost cutting measures which are reflected in the choice of drinks on offer as well as the smaller food portion sizes. The portions are smaller by Air India standard but the same as other airlines. Good to see more people of diverse ethnicities after Air India has become a member of Star Alliance. I asked a steward for a paracetamol as soon as I boarded the plane - he not only gave me the medicine but also insisted that I have something to eat as it was not good to take medicine on an empty stomach. I was very touched by this."
thelostsoul wrote a review Dec 2017,40,"Hong Kong - New Delhi
Asia
Economy","Hong Kong - New Delhi
Asia
Economy","Hong Kong - New Delhi
Asia
Economy",787 - A Nice Flight,"I work in HK and travel to Delhi quite frequently as my family is based in India. This timing of this AI flight is prefect as it leave HK at 6 pm HKT and land in Delhi @ 9.30 pm IST.
Apart from the timing the cabin interiors are nice spl. from a leg room perspective. However in the usual AI style, the cabin looks jaded despite it being a new 787 and in-flight entertainment systems continue to malfunction.
Despite it being a international flight, the food choices are limited and the AI staff remains at their usual cold self..
Fly this if you are looking for a value flight with excellent timings.. rest everything is just about ok.. not too bad.. not too good."
Djchery wrote a review Dec 2017,40,"Dubai - Kochi (Cochin)
International
Economy","Dubai - Kochi (Cochin)
International
Economy","Dubai - Kochi (Cochin)
International
Economy",Dreamliner from DXB to COK,"Our family with 3 kids took this flight from DXB and was Little apprehensive to take air india, but they have proved me wrong. Good food, flight and service and very comfortable flight. No complaints and would highly recommend the dreamliner to any family with young kids. Will certainly fly again on the dreamliner with air india."
yoga l wrote a review Dec 2017,10,"Chicago - New Delhi
International
Economy","Chicago - New Delhi
International
Economy","Chicago - New Delhi
International
Economy",Terrible experience!!! Stay away from this.,"1) TV didn't work the whole flight.
2) Tray was broken. I could barely eat food.
3) Recliner didn't recline fully leading to back pain.
4) Food was infectious as I caught strep throat after eating that.
5) Armrest was broken.
6) Cabin crew failed to respond when called repeatedly.
This terrible experience only confirmed what others told me. I am never flying again and this is my 1st and last time. I will even dispute my transaction with american credit company. I have made a movie for record."
SrivasMK wrote a review Dec 2017,50,"New Delhi - Stockholm
International
Economy","New Delhi - Stockholm
International
Economy","New Delhi - Stockholm
International
Economy",Paisa Vasool!,"2 things summarize the Maharajah! The food is authentically Indian! and the second things is the baggage count and weight allowed. Who understands the travelling ""Indian"" better than the Maharajah! 2 baggages for check in at 23 kgs each! you cannot get better than that, specially when the entire world is hell bent on making you pack less!!!"
Roshan G wrote a review Dec 2017,10,"Newark - Mumbai
International
Economy","Newark - Mumbai
International
Economy","Newark - Mumbai
International
Economy",One of the most horrible flights ever,"So my dad and I were scheduled to travel to Mumbai from Newark on 1st July at 2.15 pm Eastern Time and were supposed to reach at 2.30 pm IST the next day. We reached the airport and we find out that our flight has been delayed by 6 hours. That itself tells you it was such a bad experience. On top of that, in the aisle we sat during the flight, the entertainment system wasnt working, so it was just 14 hours of not doing anything. Plus the light from the screen was so bright that it wouldnt let you sleep. Never flying by Air India especially for long distance flights"
frequentraveler13 wrote a review Dec 2017,20,"Lucknow - Hyderabad
Domestic
Business Class","Lucknow - Hyderabad
Domestic
Business Class","Lucknow - Hyderabad
Domestic
Business Class",Poor customer experience,"Took 2 flights to get from one city to another via Delhi. Old aircraft, minimal service, and poor ground assistance. Two domestic flights but second flight left from the International terminal-with no good connector. Needed to go out domestic outside main security, then go to International concourse-guided by AI employee part of the way with no instructions. Went through immigration line only to be told by officer I needed, after my 20 min wait, to go to special desk for domestic inside international flights. Boarding pass printed on wrong stock(traveling business on economy stock) so needed other proof to get into quicker business line. -no help, assistance or advice ever."
1obears wrote a review Dec 2017,40,"London - Goa
International
Economy","London - Goa
International
Economy","London - Goa
International
Economy",Good flight,Modern aircraft. Decent leg room which was surprising. The screen for the in flight entertainment was big. Staff were good.
