,Laptop Name,Price,Overall Rating,Total Ratings,Total Reviews,Processor,RAM,OS,Storage,Screen,Warranty
454,HP OMEN Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,"₹1,03,828",4.1,15 Ratings , 5 Reviews,Preloaded Microsoft Office Home and Student 2016,Full HD LED Backlit Anti-glare Wideview Display for Better Visual Experience,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",128 GB SSD for Reduced Boot Up Time and in Game Loading,NVIDIA Geforce GTX 1050Ti for Desktop Level Performance,Intel Core i7 Processor (7th Gen)
455,ASUS Ryzen 5 Quad Core 3500U - (4 GB/256 GB SSD/Windows 10 Home) M509DA-EJ562T Laptop,"₹41,490",4.3,54 Ratings , 7 Reviews,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,Asus Splendid
456,HP 14q APU Dual Core A9 A9-9425 - (4 GB/256 GB SSD/Windows 10 Home) 14q-cy0006AU Thin and Light Laptop,"₹28,462",4.1,"12,854 Ratings "," 1,594 Reviews",Fast Performance (Upto 30% Faster than HDD Storage),Upto 75% Reduction in System Boot Up Time,More Energy Efficient,No Vibrations or Noise,AMD APU Dual Core A9 Processor,4 GB DDR4 RAM
457,Lenovo ThinkPad E14 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) E14 Thin and Light Laptop,"₹39,999",3.9,714 Ratings , 128 Reviews,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
458,HP Pavilion Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹74,990",3.3,3 Ratings , 1 Reviews,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,"HP Audio Switch, HP CoolSense, HP Support Assistant"
459,DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 15-3593 Laptop,"₹55,491",3.8,43 Ratings , 6 Reviews,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019
460,HP Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 250 G6 Laptop,"₹44,599",4.1,122 Ratings , 12 Reviews,Intel Core i5 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"HP Support Assistan, HP Audio Switch, HP Sure Connect"
461,Lenovo ThinkPad E14 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) E14 Laptop,"₹38,490",3.2,11 Ratings , 2 Reviews,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
462,acer Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop,"₹42,990",2.4,7 Ratings , 1 Reviews,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
463,ASUS Ryzen 3 Dual Core 3250U - (4 GB/256 GB SSD/Windows 10 Home) M515DA-EJ312TS Thin and Light Laptop,"₹33,419",3.7,7 Ratings , 1 Reviews,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inches) Display,"MyASUS, Office Home and Student 2019"
464,DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,"₹37,750",2.7,6 Ratings , 1 Reviews,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019
465,MICROSOFT Surface Pro X SQ1 Octa Core - (8 GB/128 GB SSD/Windows 10 Home) M1876 Laptop,"₹89,990",3.2,9 Ratings , 0 Reviews,Microsoft SQ1 Octa Core Processor,8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,128 GB SSD,33.02 cm (13 inch) Touchscreen Display,1 Year Limited Hardware Warranty
466,HP 250 G7 Core i3 10th Gen - (4 GB/1 TB HDD/DOS) 1S5F6PA Laptop,"₹35,990",3.2,22 Ratings , 1 Reviews,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
467,ASUS Athlon Dual Core 3050U - (4 GB/1 TB HDD/Windows 10 Home) M515DA-EJ001T Thin and Light Laptop,"₹26,980",3.6,16 Ratings , 1 Reviews,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"System Diagnosis, Splendid, AppDeals, My Asus"
468,HP 15s Core i3 11th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15s-du3053TU Thin and Light Laptop,"₹42,480",2.7,33 Ratings , 10 Reviews,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"Microsoft Office Home and Student 2019, HP Documentation, HP BIOS Recovery, HP Smart, Dropbox, HP Support Assistant"
469,HP Ryzen 5 Quad Core - (4 GB/256 GB SSD/DOS) 245 G7 Thin and Light Laptop,"₹35,990",4.4,205 Ratings , 45 Reviews,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,DOS Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
